
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Yeni
parole_fine                             Prisoner Reoffending Fine
parole_reward                           Early Release Prisoner Reward

reports_staffbreaktitle                 Staff Breaks Policy

victory_title                           CERTIFICATION

victory_PrisonValue                     Prison Value
victory_Income                          Daily Profits
victory_Prisoners                       Capacity
victory_PrisonersReleased               Inmates released
victory_prisonersdied                   Deaths in Custody
victory_prisonersescaped                Prisoners Escaped
victory_Bankrupt                        Bankruptcy
victory_Riot                            Uncontrolled\nRiot
victory_TooManyDeaths                   Criminal\nNegligence
victory_TooManyEscapes                  Security\nDisaster
victory_failure                         FAILURE
victory_warning                         WARNING
victory_remaining                       Remaining
victory_death                           DEATHS
victory_escapes                         ESCAPES
victory_counter                         (*X today)
victory_executions                      Illegal Executions
victory_innocentsexecuted               Innocent Prisoner Executed
victory_staffdeaths						Staff Fatalities
victory_staffpayrise                    Staff Unhappy
victory_staffstrike                     Staff On Strike

victory_warning_bankrupt                You have 24 hours to avert financial disaster.
victory_warning_riot                    End this riot soon, or our government will be forced to assume control.
victory_warning_toomanydeaths           You face prosecution if too many more deaths occur today.
victory_warning_toomanyescapes          You will be fired if too many more escapes occur today.
victory_warning_executions				You will be fired if another innocent prisoner is executed.
victory_warning_staffpayrise            Your staff will go on strike if their pay isn't increased.
victory_warning_staffstrike             Your staff are on strike!            
victory_warning_staffonstrike           The staff have gone on strike - we've lost about 90% of our guard force! If we don't increase their pay with a day, lots of them are threatening to quit entirely.

victory_prisoners_units                 Places
victory_prisonersreleased_units         Released
victory_toomanydeaths_units             Deaths
victory_toomanyescapes_units            Escapes
victory_executions_units				Innocent Executions
victory_staffpay_units                  Offered Increase

victory_prisonersparoled                Prisoners Paroled
victory_prisonersreoffended             Reoffended Prisoners

victory_adviserwarning_toomanydeaths1   Yesterday was a very dark chapter in the history of this prison. Far too many people lost their lives here.
victory_adviserwarning_toomanydeaths2   Make sure nobody else dies today, or you will face prosecution for criminal negligence.
victory_advisernotice_toomanydeaths1    Don't say we didn't warn you. You have been found guilty of criminal negligence because of recent events here.
victory_advisernotice_toomanydeaths2    You will now spend the next ten years in prison as punishment for your crime. Your own prison. Good luck.
victory_adviserwarning_riot1            Your prison is out of control. Put down this riot now, or the government will step in and retake the prison by force.
victory_advisernotice_riot1             You have failed to control this riot. The government has revoked our prison contract, and is now sending in the national guard to retake the prison.
victory_adviserwarning_toomanyescapes1  We have a PR disaster brewing here. Far too many prisoners have escaped recently, and it's your fault.
victory_adviserwarning_toomanyescapes2  Lock this place down and make sure nobody else escapes, otherwise the press will expect your head on a platter.
victory_advisernotice_toomanyescapes1   You have failed. This prison is a laughing stock in the media, and they want somebody to blame.
victory_advisernotice_toomanyescapes2   That somebody is you.  You're fired.
victory_adviserwarning_bankrupt1        We are bankrupt! Your disastrous management has led us to financial ruin.
victory_adviserwarning_bankrupt2        Find a way to fix this soon or you will be fired.
victory_advisernotice_bankrupt1         We have no choice but to declare bankruptcy and put the prison into administration. You have failed.
victory_adviserwarning_wardendeaths1    Working for you has become much too hazardous. We're struggling to find wardens who want to work at the prison.
victory_adviserwarning_wardendeaths2    If you let another warden die, we will have no choice but to fire you.
victory_advisernotice_wardendeaths1     You have failed to provide a safe working environment for your wardens. Everyone is afraid to work for you.
victory_advisernotice_wardendeaths2     We have no choice by to let you go. You are fired.
victory_adviserwarning_reoffenders1     A lot of the prisoners you have put up for early release have gone on to commit new crimes. This could cost us if we don't take control of the situation.
victory_adviserwarning_reoffenders2     If too many more prisoners reoffend upon release, you'll be the one to take the blame.
victory_advisernotice_reoffenders1      You have released too many dangerous criminals into the world. We have no choice but let you go. You have failed.
victory_adviserwarning_executions1      This is the second time that you have put an innocent prisoner to death. The public outrage is enormous.
victory_adviserwarning_executions2      If another innocent prisoner is executed, you will be held responsible.
victory_advisernotice_executions1       You have allowed too many innocent people to be executed. We can not longer allow you to run this prison. You have failed.
victory_advisernotice_InnocentsExecuted1 You've just executed someone without following the proper procedure, and it turns out they were innocent. This is a gross  miscarriage of justice, and you are responsible. You're fired, and will probably be jailed yourself.
victory_adviserwarning_staffpayrise1    Our staff have become unhappy with their working conditions in the prison and have threatened to go on strike if they don't get a 50% pay rise.
victory_adviserwarning_staffstrike1     Our staff have gone on strike! They will still be willing to return if they get their 50% pay rise.

score_title                             PRISON GRADING
score_reoffendingrate                   REOFFENDING RATE
score_prisonersreleased                 *X prisoners have been released
score_minimumprisonersreleased          *X prisoners must be released before this report can be compiled
score_deaths                            *X prisoners died in custody
score_escapes                           *X prisoners escaped
score_reoffendingchance                 Estimated Re-offending Chance
score_startingreoffendingchance         Estimate on arrival : *X%
score_prisonersparoled                  Paroled Early (Reoffended)
score_prisonersparoled_info             *P (*E%)
score_clemencychance                    Likelihood of Clemency
score_convictionstrength                State Approved Conviction Strength
score_prisonersexecuted                 Prisoners Executed (Innocent)
score_prisonersexecuted_info            *E (*I)

score_tooltip_punishment                This is a grading of how well the prisoner has been punished for their crimes, as perceived by the public. Serving a long term in prison is the foundation of a strong punishment, but hard times locked up alone will also count towards it.\n\nKeep in mind that too much reform or free time will be seen as 'soft on crime' and will count against their punishment grade.\n\nA strong punishment score will deter the prisoner from re-offending after release.
score_tooltip_reform                    A grading of how well you have attempted to reform and rehabilitate this prisoner through the use of Reform programs.\n\nA high reform score will give the prisoner a much greater chance of finding genuine employment after release, and will therefore reduce their re-offending chance.\n\nNote: Putting your prisoners to work around the prison also counts towards this.
score_tooltip_health                    A record of the prisoners health and well-being during their stay in your prison. Outdoor exercise and good food count towards this. Injures that go untreated, drugs and alcohol usage all count against it.\n\nA poor score here will increase their chance of re-offending, particularly if the prisoner leaves prison with untreated drug or alcohol dependencies.
score_tooltip_security                  A grading that represents how well you have kept this prisoner safely locked away. Keeping prisoners locked in their cells under armed guard will count heavily towards this. You will be penalised if the prisoner is involved in fights, murders or escape attempts.\n\nA low score indicates the prisoner simply continued their criminal existence once inside your prison, and hence their re-offending chance will be high upon leaving.

score_tooltip_reoffendingchance         An estimate of the prisoners likelihood to re-offend after leaving prison. Many factors are taken into account to produce this value:\n\n- DECREASE Harsh/strong punishment\n- DECREASE Successful reform programs\n- INCREASE Poor health and security\n- INCREASE Untreated drug and alcohol addictions\n- INCREASE Gang membership\n\n\n- The prisoner's age is a major factor.\n- The number of prior convictions is a strong indicator.\n- A large supporting family can help.
score_tooltip_clemencychance_title      Likelihood of Clemency
score_tooltip_clemencychance            The likelihood that the Appeals Board will grant clemency and commute the prisoners death row sentence. Each unsuccessful appeal lowers this value until it is below the State Approved Conviction Strength, at which point full authorisation to proceed is given. Scheduling the execution before this point will result in extreme penalties if it is later found that the prisoner's appeal would have succeeded.\n\nIf clemency is granted, the prisoner will be immediately released (if found innocent), or transferred to Maximum Security (if still judged as guilty.)
score_tooltip_currentchance             The State Approved Conviction Strength is *X%
score_tooltip_clemencywarning           The chance of this prisoner being granted clemency is currently above the State Approved safe level. If you proceed with this execution, you will be held personally responsible if it is later found he would have been granted clemency. 

experiencefactor_FractionalLockedUp     *X% of stay locked up
experiencefactor_FractionalReform       *X% of stay in reform programs
experiencefactor_fractionalWorking      *X% of stay working
experiencefactor_fractionalsuppressed   *X% of stay suppressed
experiencefactor_fractionalinjured      *X% of stay with untreated injuries
experiencefactor_fractionalintoxicated  *X% of stay intoxicated (drugs/alcohol/withdrawal)
experiencefactor_fractionalmisbehaving  *X% of stay misbehaving
experiencefactor_fractionalarmedguard   *X% of stay under armed guard or suppressed
experiencefactor_fractionalwellfed      *X% of stay well fed
experiencefactor_fractionalexercising   *X% of stay exercising
experiencefactor_fractionalfreetime     *X% of stay in free time

experiencefactor_passedeasyprograms             Passed *X easy programs
experiencefactor_passedintermediateprograms     Passed *X intermediate programs
experiencefactor_passedadvancedprograms         Passed *X advanced programs
experiencefactor_passedexpertprograms           Passed *X expert programs

experiencefactor_YearsServed            *X years served
experiencefactor_fights                 Involved in violent incidents
experiencefactor_murders                Committed murder *X times within your prison
experiencefactor_escapeattempts         Tried to escape *X times
experiencefactor_addictions             *X active addictions
experiencefactor_gangmembership         Gang Member

legend_key                              Key:

needs_graphscale_title                  Prisoners:
needs_graphscale_title_staff            Staff:
needs_key_critical                      Critical
needs_key_high                          High
needs_key_med                           Medium
needs_key_satisfied                     Satisfied
needs_key_active                        Active

needs_show_category                     Prisoner Category
needs_show_category_staff               Staff Category
needs_show_category_all                 All Prisoners

contraband_supplyanddemand              Supply and Demand
contraband_narcotics                    Narcotics
contraband_weapons                      Weapons
contraband_tools                        Tools
contraband_luxuries                     Luxuries
contraband_metal                        Metal
contraband_smelly                       Smelly
contraband_rangedweapon                 Ranged Weapon
contraband_improvised                   Improvised

contraband_key_supply                   Supply
contraband_key_demand                   Demand
contraband_log_stolen                   STOLEN
contraband_log_position                 POSITION
contraband_log_smuggled                 SMUGGLED
contraband_log_traded                   TRADED
contraband_log_thrown                   THROWN
contraband_log_hidden                   HIDDEN
contraband_log_detected                 DETECTED
contraband_log_dog                      DOG
contraband_log_found                    FOUND
contraband_log_owner                    OWNER
contraband_log_arranged                 Arranged *X hours ago

gangs_guards                            GUARDS *X
gangs_soldiers                          SOLDIERS *X / *Y MAX
gangs_evict                             EVICT
gangs_status                            *X Members . *Y Kills . $*Z

schedule_zone_shared                    Shared
schedule_zone_minseconly                Min Sec
schedule_zone_medseconly                Med Sec
schedule_zone_maxseconly                Max Sec
schedule_zone_protectedonly             Protective Custody
schedule_zone_supermaxonly              Super Max
schedule_zone_deathrowonly              Death Row
schedule_zone_staffonly                 Staff Only
schedule_zone_unlocked                  Unlocked
schedule_zone_custom					Custom



# =============================================================================
# Needs / Actions / Bio etc
# =============================================================================

action_poo                              Poo
action_wee                              Wee
action_wash                             Showering
action_relax                            Relaxing
action_sleep                            Sleeping
action_nap                              Napping
action_getmeal                          Getting Food
action_sit                              Sitting
action_exercise                         Exercising
action_liftweights                      Weightlifting
action_phonehome                        Phoning Family
action_watchtv                          Watching Tv
action_playpool                         Playing Pool
action_stealknife                       Acting Suspicious
action_stealspoon                       Acting Suspicious
action_urinate                          Urinating
action_soilsuit                         Soiling Suit
action_eat                              Eating
action_complain                         Complaining
action_work                             Working
action_visitation                       Visitation
action_parole                           Parole Hearing
action_none                             None
action_misbehaving                      Misbehaving
action_escaping                         Escaping
action_destroying                       Destroying
action_spoiling                         Spoiling
action_fighting                         Fighting
action_rioting                          Rioting
action_hostagetaking                    Hostage Taking
action_reformprogram                    Reform Program
action_changeclothes                    Changing Clothes
action_getbook                          Get Book
action_pray                             Praying
action_shopping                         Shopping
action_playinggame                      Playing Game
action_usecomputer                      Use Computer

action_foodpoisoning_1                  Oh god make it stop
action_foodpoisoning_2                  Everything is coming out
action_foodpoisoning_3                  Vomiting everywhere
action_foodpoisoning_4                  Why is this happening
action_foodpoisoning_5                  Literally dying

status_effect_title						=[Status Effects]=
status_effect_none						None
status_effect_suppressed				Suppressed
status_effect_goodfood					Well Fed
status_effect_drunk						Drunk
status_effect_high                      High
status_effect_withdrawal				Withdrawal
status_effect_tazed                     Tazed
status_effect_overdosed                 Overdosed
status_effect_surrendered               Surrendered
status_effect_calming                   Calming
status_effect_angst                     Angry
status_effect_wounded                   Bleeding
status_effect_virus                     Sick
status_effect_virusdeadly               Sick
status_effect_overheating               Overheating
status_effect_exposure                  Exposure
status_effect_foodpoisoning             Food Poisoning
status_effect_riledup                   Riled Up
status_effect_statusswimming            Swimming
status_effect_statusdrowning            Drowning

condition_treated                       Treated
condition_needstreating                 Needs Treating

experience_totaltime                    Total Time
experience_misconduct                   Misconduct
experience_lockeddown                   Lockdown
experience_regime                       Regime
experience_sleep                        Sleep
experience_work                         Work
experience_class                        Class
experience_freetime                     Free Time
experience_moodbad                      Bad
experience_moodnormal                   Normal
experience_moodgood                     Good
experience_nocondition                  None
experience_kod                          KOd
experience_hurt                         Hurt
experience_suppressed                   Suppressed
experience_intoxicated                  Intoxicated
experience_wellfed                      Well Fed
experience_exercise                     Exercise

need_name_nothing                       Nothing
need_name_bladder                       Bladder
need_name_bowels                        Bowels
need_name_sleep                         Sleep
need_name_food                          Food
need_name_safety                        Safety
need_name_hygiene                       Hygiene
need_name_exercise                      Exercise
need_name_family                        Family
need_name_recreation                    Recreation
need_name_comfort                       Comfort
need_name_environment                   Environment
need_name_privacy                       Privacy
need_name_freedom                       Freedom
need_name_clothing                      Clothing
need_name_drugs                         Drugs
need_name_alcohol                       Alcohol
need_name_starving                      Starving
need_name_spirituality                  Spirituality
need_name_literacy                      Literature
need_name_babysleep                     [Baby] Sleep
need_name_babyplay                      [Baby] Play
need_name_warmth                        Warmth
need_name_staffbladder                  Bladder
need_name_staffbowels                   Bowels
need_name_stafffood                     Food 
need_name_staffsafety                   Safety
need_name_staffrecreation               Recreation
need_name_staffcomfort                  Comfort
need_name_staffenvironment              Environment
need_name_staffrest                     Rest
need_name_staffwarmth                   Warmth
need_name_luxuries                      Luxuries
needs_locked                            (Psychologist Required To Show Needs)
needs_title                             =[Needs]=

needs_total_prisoners                   *X Prisoners have this need
needs_total_concerned                   *X Prisoners are concerned about this need
needs_total_desperate                   *X Prisoners desperately want this need fulfilled
needs_total_angry                       *X Prisoners are furious that they can't meet this need
needs_total_active                      *X Prisoners are currently dealing with this need

needs_total_staff                       *X Staff have this need
needs_total_concerned_staff             *X Staff are concerned about this need
needs_total_desperate_staff             *X Staff desperately want this need fulfilled
needs_total_angry_staff                 *X Staff are furious that they can't meet this need
needs_total_active_staff                *X Staff are currently dealing with this need

needs_help_bladder                      Everyone needs to use the toilet, even prisoners. Don't forget that most parts of your prison Regime are pretty strict - they can't use the toilet in their cell if they are supposed to be in the shower room, for example.
needs_help_bowels                       Everyone needs to use the toilet, even prisoners. Don't forget that most parts of your prison Regime are pretty strict - they can't use the toilet in their cell if they are supposed to be in the shower room, for example.
needs_help_sleep                        Prisoners require sleep. Prisoners will only be able to sleep in the cell to which they are assigned, and will only sleep between 8pm and 8am. They'll obviously need a bed, too.
needs_help_food                         Everyone needs to eat, and most people need to eat more than once per day. If you find that your Kitchens aren't able to keep up with the demand, try hiring more Cooks or adding more Cookers to your Kitchens. You can also tweak your food policies in the Policies tab of your Report window.
needs_help_safety                       Even in prison, your Prisoners want to feel safe. If there are lots of fights in your prison or the overall danger level is high, prisoners will feel less safe, and may consider arming themselves. If this is becoming a problem, trying increasing the security throughout your prison by hiring more Guards, creating more patrols, or by seeing to the other needs of your Prisoners.
needs_help_hygiene                      Most Prisoners will want to wash regularly, especially in the mornings after they wake up. The Shower regime will force prisoners who don't have their own personal Shower to go to the nearest Shower room. If this is becoming a problem, consider expanding your Shower facilities, or adding more Freetime so Prisoners can shower as they need to.
needs_help_exercise                     Many prisoners will want to be able to keep in shape. You can help them do this by adding a Yard to your prison. Weights Benches, either in the Yard or other common areas, will also help with this.
needs_help_recreation                   A bored Prisoner is a dangerous Prisoner. You can see to a Prisoners need for Recreation by adding pass-times to the common areas of your prison, such as TVs or Radios.
needs_help_comfort                      Prisoners generally want to feel comfortable, physically and emotionally. There are many ways you can aid this, such as allowing for family visitations, giving them hot showers or simply making sure they have somewhere to sit.
needs_help_environment                  Prisoners hate living in dirty conditions, and with a lot of Prisoners using the same facilities, things can get messy pretty quickly. Hire some Janitors or put your Prisoners to work in a Cleaning Cupboard to keep on top of this.
needs_help_privacy                      Sometimes Prisoners will want some time to themselves. Spending time in their cell will usually see to this, but if they are living in a Dormitory with a lot of other prisoners, they might not find much Privacy there.
needs_help_freedom                      Even in prison, your Prisoners will want to feel as if they have some level of Freedom. You can facilitate this by adding some Freetime or Yard time to your Regime.
needs_help_clothing                     Prisoners are going to want clean clothes from time to time, even if it is just the same coloured jumpsuit. Adding a Laundry to your prison and either hiring Janitors or putting Prisoners to work in it will help make this dream a reality.
needs_help_drugs                        Many prisoners have problems with drug addiction - it might even be why they are in prison in the first place. You can help treat this problem by running a Drug Treatment Program in your Infirmary. 
needs_help_alcohol                      Many prisoners struggle with alcoholism, and will go to great lengths to get their hands on some alcohol. You can try to help alleviate this by running Alcoholic Group Therapy sessions.
needs_help_spirituality                 Lots of prisoners have various religious beliefs. You can enable your prisoners' practice of these beliefs by adding Pews or Prayer Mats to your prison, but building a Chapel and running Spiritual Guidance programs will give the best results and generally help calm your prisoners too.
needs_help_literacy                     Some prisoners just want to read. Adding a Library will let those Prisoners borrow books to meet this need.
needs_help_warmth                       No one wants to be cold all the time, but nature doesn't really care about that. Adding radiators to your prison will keep your buildings warm enough to stop this becoming a problem. 
needs_help_babysleep                    Babies need to sleep more than regular prisoners. If any of your Prisoners have a Baby, make sure you have Cots available so that the Baby can sleep as needed.
needs_help_babyplay                     Babies need engagement and entertainment. If any of your Prisoners have a Baby, make sure you have Play Mats in an accessible area.
needs_help_family                       Most Prisoners want to keep in contact with their families in one way or another. The easiest way to let them do this is to add Phones to your prison, though adding a Visitation facility to your prison will be much more effective. A Mail Room can also help with this need.
needs_help_luxuries                     Many Prisoners enjoy a bit of luxury from time to time. You can help them meet this need by building a Shop in your prison, and make a bit of money in the process. Prisoners who meet this need will be less likely to cause trouble, but there's no downside for ignoring it; it IS prison, after all.

needs_help_staffbladder                 Even your Staff will need to use the toilet occassionally. They will do so whenever they are on break.
needs_help_staffbowels                  Even your Staff will need to use the toilet occassionally. They will do so whenever they are on break.
needs_help_stafffood                    Staff need to eat, and will do so in Staff-only Canteens or Staffrooms. Food will be delivered for your staff so that they don't have to eat the same slop as the prisoners.
needs_help_staffsafety                  Even working in a prison, your staff have a right to safety. High danger levels or constant fights will make your staff feel unsafe, though this can be countered somewhat by having better equipped guards.
needs_help_staffrecreation              Your staff spend a lot of time in your prison and will need some entertainment from time to time. TVs or a Radio in the Staffroom are one way to provide this.
needs_help_staffcomfort                 Most of your staff spend the entire day on their feet; occassionally they will want to relax. Giving them somewhere nice to sit while they are on their breaks is a good way to relieve this.
needs_help_staffenvironment             Staff don't want to work in a messy prison anymore than prisoners want to live there. Keeping the prison clean will prevent this from being a problem.
needs_help_staffrest                    Staff need to take breaks during the day, and regain their energy. They prefer to rest in a private staff room with some comfy sofas.
needs_help_staffwarmth                  Staff need to stay warm, add radiators to your prison to make them more comfortable.

reputation_title                        Reputation
reputation_hidden                       (Unknown Reputation)
reputation_hidden_short                 ???

reputation_legendary                    --LEGENDARY--
reputation_strong                       Strong
reputation_tough                        Tough
reputation_volatile                     Volatile
reputation_snitch                       Snitch
reputation_deadly                       Deadly
reputation_stoical                      Stoical
reputation_fearless                     Fearless
reputation_exlaw                        Ex Law Enforcement
reputation_copkiller                    Cop Killer
reputation_quick                        Quick
reputation_instigator                   Instigator
reputation_fighter                      Skilled Fighter
reputation_gangmember                   Gang Member
reputation_federalwitness               Federal Witness
reputation_preacher                     Preacher
reputation_connected                    Connected
reputation_workaholic                   Workaholic
reputation_clean                        Clean
reputation_pickpocket                   Pick Pocket
reputation_copycat                      Identity Thief
reputation_dangerous                    Dangerous
reputation_escapeartist                 Escape Artist

reputation_strong_high                  Extremely Strong
reputation_tough_high                   Extremely Tough
reputation_volatile_high                Extremely Volatile
reputation_deadly_high                  Extremely Deadly
reputation_exlaw_high                   Ex Prison Guard
reputation_quick_high                   Extremely Quick
reputation_fighter_high                 Expert Fighter
reputation_connected_high               Well Connected
reputation_dangerous_high               Extremely Dangerous

reputation_legendary_high               --LEGENDARY--
reputation_snitch_high                  Snitch
reputation_stoical_high                 Stoical
reputation_fearless_high                Fearless
reputation_copkiller_high               Cop Killer
reputation_instigator_high              Instigator
reputation_gangmember_high              Gang Member
reputation_federalwitness_high			Federal Witness
reputation_preacher_high                Preacher
reputation_workaholic_high              Workaholic
reputation_clean_high                   Clean
reputation_pickpocket_high              Pick Pocket
reputation_copycat_high                 Identity Thief
reputation_escapeartist_high            Escape Artist
reputation_swimmer						Swimmer

reputationtooltip_legendary             This prisoner is a legend of the criminal underworld, and has numerous skills and abilities that make them very dangerous.
reputationtooltip_strong                This prisoner hits harder with each punch during fights.
reputationtooltip_tough                 This prisoner can withstand a lot more punishment in a fight. They can also sometimes withstand being hit by a Tazer.
reputationtooltip_volatile              This prisoner is liable to kick off without warning and for no reason.
reputationtooltip_stoical               This prisoner will not become suppressed when locked in Solitary. They really don't care.
reputationtooltip_snitch                This prisoner is a known informant, and as such their life may be in danger. Don't leave them alone with other prisoners for too long.
reputationtooltip_deadly                This prisoner is a master in lethal combat moves, and can sometimes kill with a single hit.
reputationtooltip_exlaw                 This prisoner was once a Police Officer, or some other law enforcement profession. Their life may be in danger.
reputationtooltip_copkiller             This prisoner is guilty of murdering a Police Officer. Your prison guards may be unable to restrain themselves when subduing them.
reputationtooltip_fearless              This prisoner is not intimidated by the sight of Armed Guards, and is less likely to surrender during a fight.
reputationtooltip_quick                 This prisoner is an unusually fast runner.
reputationtooltip_instigator            This prisoner sows seeds of discontent in all those nearby. When he causes trouble, nearby prisoners will feel compelled to do the same.
reputationtooltip_fighter               This prisoner is skilled in defensive combat moves. They can disarm their opponent, or even take their weapon from them in a fight.
reputationtooltip_gangmember            This prisoner belongs to a gang. They will defend their fellow gang members and will harbour hatred towards rival gangs.
reputationtooltip_federalwitness        This prisoner is a witness in an important legal case, and as such as been targeted for death by a gang or crime boss.
reputationtooltip_preacher              This prisoner is extremely charismatic and is able to convert others to their religion, giving them the Spirituality need.
reputationtooltip_connected             This prisoner has connections everywhere, inside the prison and out. They are able to produce contraband seemingly out of nowhere.
reputationtooltip_workaholic            This prisoner is compelled to work, and won't stop once they have started until there is nothing left to do, ignoring the regime and even their basic needs.
reputationtooltip_clean                 This prisoner is obsessed with being clean; as a result, their need for hygiene will go up at a much higher rate.
reputationtooltip_pickpocket            This prisoner is quick fingered, and will frequently attempt to steal from whoever has the misfortune of being nearby.
reputationtooltip_copycat               This prisoner is able to copy the behaviours and actions of nearby prisoners, duplicating their reputations.
reputationtooltip_dangerous             This prisoner causes damage to other people nearby. How? Why? Who can say.
reputationtooltip_escapeartist          This prisoner is a professional escape artist, and breaks out of things for fun. Constantly trying to lift jail keys and then break out.
reputationtooltip_swimmer				This prisoner is no stranger to water.\nUnlocks the ability to swim by simply entering water,\nPrisoners are unable to swim indefinitely though.

# =============================================================================
# Nameplate status
# ============================================================================= 

nameplate_working                       Working
nameplate_stationed                     Stationed
nameplate_patrolling                    Patrolling
nameplate_resting                       Resting
nameplate_tired                         Tired
nameplate_injured                       Injured
nameplate_unconscious                   Unconscious
nameplate_dead                          DEAD
nameplate_released                      RELEASED
nameplate_researching                   Researching
nameplate_overdose                      OVERDOSED
nameplate_starving                      STARVING
nameplate_wounded                       BLEEDING


# =============================================================================
# Objectives, Grants
# =============================================================================

objective_feedallprisoners              Feed all Prisoners
objective_caption_prisoners             Prisoners
objective_caption_meals                 Meals
objective_readceosletter                Read the CEO's letter
objective_actionrequired                Incident Reports

objective_deathrowinmates               Death Row Inmates Status

objective_prisonerintake                Prisoner Intake
objective_intake_arrivals               *X prisoners arriving 8am
objective_intake_closed                 Your prison is closed to new inmates
objective_intake_closed2                (See the Prisoner's Report)
objective_intake_closed3                (See the Intake Report)
objective_intake_specials				Special Transfers:
objective_intake_categories             Categories: 
objective_intake_minsec                 Min, 
objective_intake_medsec                 Normal, 
objective_intake_maxsec                 Max
objective_intake_deathrow               Death Row
objective_intake_typeclosed             Closed
objective_intake_typefillcapacity       Fill to capacity
objective_intake_typetotalprisoners     Fill to *X
objective_intake_typenumperday          *X per day
objective_intake_typeallavailable       All available
objective_intake_closedstrike           Intake unavailable during staff strikes

objective_firstgrant                    Accept your first Grant
objective_firstgrant_description        Accept your first monetary grant, by opening the reports window (pressing the button in the bottom right of the screen), selecting the Grants tab and picking one of the available Grants.

objective_builddeliveriesroom           Set up a delivery area 

objective_outgoing                      Prisoners due for release
objective_outgoing_count                *X prisoners due for release soon
objective_outgoing_timer                (*X hrs)

objective_visitors                      Visitors (8am - 8pm)
objective_visitors_waiting              *X families waiting to visit
objective_visitors_onsite               *X visitors on site in *Y groups

objective_staffexhausted                Staff Exhausted
objective_reststaff_exhausted           *X staff members are exhausted.
objective_reststaff_resting             (*X are resting)
objective_reststaff_needstaffroom       Build a Staff Room so they can rest.

objective_punishment_solitary           *X in Solitary Confinement
objective_punishment_solitary_queue     *X awaiting Solitary Confinement
objective_punishment_solitary_mix       *X in Solitary (+*Y awaiting)
objective_punishment_lockdown           *X in Lockdown
objective_incident_medical              *X require medical attention
objective_incident_dead                 *X dead bodies

objective_prisonerparole                Prisoner Parole
objective_parole_count                  *X prisoners up for parole

objective_payment_receivedfull          Payment: *X received
objective_payment_receivedpart          Payment: *X received out of *Y total

objective_grant_bootstraps                  Basic Detention Centre
objective_grant_bootstraps_description      Turn an empty field into a functioning prison.  This government contract gives you the funds necessary to build the absolute minimum facilities for your first set of Prisoners.
objective_grant_bootstraps_holdingcell      Build a holding cell
objective_grant_bootstraps_shower           Build a shower
objective_grant_bootstraps_yard             Build a yard 
objective_grant_bootstraps_kitchen          Build a kitchen
objective_grant_bootstraps_canteen          Build a canteen
objective_grant_bootstraps_guard            Hire at least two guards
objective_grant_bootstraps_chef             Hire at least two cooks

objective_grant_administration                          Administration Centre
objective_grant_administration_description              Every prison project needs a functioning administration facility, to ensure things run smoothly and to hold the project accountable.  This contract pays for a Warden and an Accountant and their offices, which will then give us access to the full Federal Grant system.
objective_grant_administration_offices                  Build two offices
objective_grant_administration_warden                   Hire a Warden 
objective_grant_administration_accountant_research      Unlock Finance through Bureaucracy
objective_grant_administration_accountant               Hire an Accountant

objective_grant_firstcellblock                  Cell Block A
objective_grant_firstcellblock_description      The basics are up and running.  It is time to build your first cell block, and transfer the existing prisoners into cells of their own.
objective_grant_firstcellblock_cells            Raise your Prisoner Capacity to 15

objective_grant_health                      Inmate Health and Well Being
objective_grant_health_description          The physical and mental health of our inmates is very important to us.  This grant is to facilitate the construction of a state of the art medical ward, and to hire doctors and psychologists to look after the inmates health needs.
objective_grant_health_ward                 Build a medical ward
objective_grant_health_doctors              Hire at least two doctors
objective_grant_health_psychologist         Hire a psychologist (Requires an Office)

objective_grant_bailout                     Government Bailout
objective_grant_bailout_description         The government is deeply unhappy with your performance, but has decided your prison is too big to fail. Tax-payer funds will be issued to rescue the prison from bankruptcy. However you must balance your books - return your prison to a positive cashflow (daily income higher than expenses), and clear your debts with the bank.
objective_grant_bailout_cashflow            Income higher than expenses
objective_grant_bailout_debt                Clear your debts


objective_grant_maintenance                         Prison Maintenance
objective_grant_maintenance_description             General upkeep and maintenance of the prison and its grounds are important for both the security and safety of the staff and inmates. Hire the necessary personnel to keep your prison clean and orderly.
objective_grant_maintenance_research_root           Unlock Maintenance through Bureaucracy
objective_grant_maintenance_research_cleaning       Unlock Cleaning through Bureaucracy
objective_grant_maintenance_research_groundskeeping Unlock Grounds Keeping through Bureaucracy
objective_grant_maintenance_foreman                 Hire a Foreman (Requires an Office)
objective_grant_maintenance_janitor                 Hire at least two janitors
objective_grant_maintenance_gardener                Hire a gardener 

objective_grant_visitation                          Visitation Rights
objective_grant_visitation_description              A number of other facilities in the region are facing legal action for denying prisoners their visitation rights. Investors don't want a scandal, and are providing this grant to ensure adequate facilities are available.
objective_grant_visitation_room                     Build a visitation room
objective_grant_visitation_tables                   Add at least three visitors tables
objective_grant_visitation_commonroom               Build a common room
objective_grant_visitation_pooltable                Add a pool table
objective_grant_visitation_tv                       Add at least two TVs
objective_grant_visitation_phones                   Build at least five phone booths

objective_grant_basicsecurity                       Security Procedure Certification
